Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,45214087,1666192,LAPOINT INDUSTRIES,U F STRAINRITE,,65 FIRST FLIGHT DR,,AUBURN,ME,D,After research on the web found possible DUNS,45214087/001666192,"On hoovers for JUNE DUNS we found company name "" UNITED FABRICANTS STRAINRITE CORPORATION"" and address matches completely and 
for MAY DUNS we found company name "" Lapoint Industries, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters/Headquarters,UNITED FABRICANTS STRAINRITE CORPORATION,"65 First Flight Dr
Auburn, ME 04210-9049, 
United States",207-777-3100,45214087/001666192,
,33317118,1843127,IMPERIAL DSTBTR INC,IMPERIAL DSTBTR INC,,33 SWORD ST,,AUBURN,MA,D,After research on the web found possible DUNS,33317118/ 001843127,"On hoovers for JUNE DUNS we found company name ""I D I"" and address matches completely and 
for MAY DUNS we found company name "" Imperial Distributors, Inc.."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Headquarters,I D I,"33 Sword St
Auburn, MA 01501-2146, 
United States",508-926-8765 ,33317118/ 001843127,
,837814867,61341871,JACK DANIELS MOTORS,JACK DANIELS MOTORS,,120 PLEASANT AVE,,UPPER SADDLE RIVER,NJ,C,After research on the web found better DUNS,78280637," On hoovers for JUNE DUNS we found company name "" Jack Daniels Motors, Inc."" and address does not matches  and for MAY DUNS we found company name ""Jack Daniels Porsche Inc "" and address does not matches .After research on web found better dUNS with company name ""Jack Daniels Motors, Inc. "" and address matches completely.",,  -,Branch,"Jack Daniels Motors, Inc","120 Pleasant Ave
Upper Saddle River, NJ 07458-2304, 
United States",201-796-8500 ,78280637,837814867
,63402976,195376632,SIGNAL WIND,SIGNAL WIND,,2034 HAMLTN PL BL400,,CHATTANOOGA,,D,After research on the web found possible DUNS,63402976/195376632,"On hoovers for JUNE DUNS we found company name ""Signal Wind Energy LLC"" and address matches completely and 
for MAY DUNS we found company name ""Signal Energy, LLC."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Single Location,Signal Wind Energy LLC,"2034 Hamilton Place Blvd Ste 400
Chattanooga, TN 37421-6061, 
United States",423-443-4190 ,63402976/195376632,
,8950727,867311417,FIRST NATIONAL BNK,FIRST NATIONAL BNK,,PO BOX 937,,KILLEEN,TX,D,After research on the web found possible DUNS,8950727/867311417,"On hoovers for JUNE DUNS we found company name ""FIRST NATIONAL BANK TEXAS"" and address matches completely and 
for MAY DUNS we found company name ""First National Bank, Killeen, Texas."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters/Headquarters,FIRST NATIONAL BANK TEXAS,"507 N Gray St
Killeen, TX 76541-4871, 
United States",254-554-6699 ,8950727/867311417,
,172179280,807629399,DOLLAR FINANCIAL,DOLLAR FINANCIAL,,1436 LANCASTER AVE,,BERWYN,PA,A,Accepted original DUNS based on input data given,172179280,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Headquarters,Dfg World Inc,"1436 Lancaster Ave #310
Berwyn, PA 19312-1200, 
United States",610-296-3400,,
,130274046,22199173,UNIVERSITY SURGICAL,UNIVERSITY SURGICAL,,979 E 3RD ST STE 300,,CHATTANOOGA,TN,D,After research on the web found possible DUNS,130274046/ 022199173,"On hoovers for JUNE DUNS we found company name "" Vascular Diagnostic Services"" ,tradestyle name is ""UNIVERSITY SURGICAL ASSOCIATE""and address matches completely and for MAY DUNS we found company name "" UNIVERSITY SURGEONS."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Headquarters,UNIVERSITY SURGEONS,"979 E 3rd St Ste 300
Chattanooga, TN 37403-2187, 
United States",423-267-0466 ,130274046/ 022199173,
,829568018,172890915,STAR TRAX CORP,STAR TRAX CORP,,1200 WOODWARD HTS,,FERNDALE,MI,A,Accepted original DUNS based on input data given,829568018,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,"STAR TRAX CORPORATE EVENTS, LLC","1200 Woodward Hts
Ferndale, MI 48220-1427, 
United States",248-200-3900 ,,
,5293360,788557481,RYAN ASSOCIATES,RYAN ASSOCIATES,,333 12TH ST,,SAN FRANCISCO,CA,B,After research on the web accept original DUNS,788557481,"We could find same company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.",,May,Single Location,Ryan Associates,"333 12th St
San Francisco, CA 94103-4317, 
United States",,,
,809207298,8508657,ARVATO DIGITAL SERVICES,ARVATO DIGITAL SERVICE,,108 MONTICELLO RD,,WEAVERVILLE,NC,A,Accepted original DUNS based on input data given,809207298,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Branch,ARVATO DIGITAL SERVICES LLC,"108 Monticello Rd
Weaverville, NC 28787-8931, 
United States",828-658-2000 ,,8508657
,969894778,965987295,ADMIRALS BANK,ADMIRALS BANK,,200 CLARENDON ST,,BOSTON,MA,C,After research on the web found better DUNS,962863739," On hoovers for JUNE DUNS we could not found company   and for MAY DUNS we found company name ""Admirals Bank"" and address does not matches .After research on web found better dUNS with company name ""Admirals Bank. "" and address matches completely.",,  -,Headquarters,"Admirals Bank
","200 Clarendon St Fl 22
Boston, MA 02116-5051, 
United States",617-717-6100 ,962863739,
,102583312,6986814,NEW YORK & COMPANY,NEW YORK CO,,330 W 34TH ST,,NEW YORK,NY,C,After research on the web found better DUNS,149186442," On hoovers for JUNE DUNS we found company name "" City of New York."" and address does not matches  and for MAY DUNS we found company name ""Lerner New York, Inc. "" and address does not matches .After research on web found better dUNS with company name ""NEW YORK & COMPANY, INC.. "" and address matches completely.",,  -,Headquarters,"City of New York
","330 W 34th St Fl 9
New York, NY 10001-2406, 
United States",212-630-0943 ,149186442,
,831763383,827582979,AGR TURNKEY DRILLING,AGR TURNKEY DRILLING,,16420 PARK TEN PL # 220,,HOUSTON,TX,D,After research on the web found possible DUNS,831763383/827582979,"On hoovers for JUNE DUNS we found company name "" AGR Group Americas, Inc"" ,and address matches completely and for MAY DUNS we found company name "" Arg Turnkey Drilling Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Single Location,"AGR Group Americas, Inc","16420 Park Ten Pl Ste 220
Houston, TX 77084-5299, 
United States",,831763383/827582979,
,54340257,9705443,TREND SERVICES INC.,TREND SERVICE INC,,PO BOX 747,,BROUSSARD,LA,A,Accepted original DUNS based on input data given,54340257,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Trend Tanks LLC,"Broussard, LA 70518, 
United States",,,
,2243940,79547650,RESERVE LIFE ORGANIC,RESERVE LIFE ORGANIC,,2255GLADES RD #342W,,BOCA RATON,,A,Accepted original DUNS based on input data given,2243940,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,"RESERVE LIFE ORGANICS, LLC","2255 Glades Rd
Boca Raton, FL 33431-7379, 
United States",561-443-5301 ,,
,48217140,196198063,SHERWOOD FRD LNCLN,SHERWOOD FRD LNCLN,,1902N SALISBURY BVD,,SALISBURY,,D,After research on the web found possible DUNS,48217140/196198063,"On hoovers for JUNE DUNS we found company name ""Sherwood Ford Lincoln Mercury of Salisbury, Inc.""and address matches completely and for MAY DUNS we found company name "" Shore Ford-Mercury, Inc."" ,tradestyle name is "" SHAREWOOD-FORD LINCOLN OF SALISBURY""and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Headquarters,"Sherwood Ford Lincoln Mercury of Salisbury, Inc","1902 N Salisbury Blvd
Salisbury, MD 21801-3335, 
United States",410-548-4600 ,48217140/196198063,
,29973267,74469552,FENNEMORE CRAIG,FENNEMORE CRAIG P C,FENNEMORE CRAIG,2394 E CAMELBACK RD,,PHOENIX,AZ,D,After research on the web found possible DUNS,29973267/074469552,"On hoovers for JUNE DUNS we found company name ""Craig Fennemore.""and address matches completely and for MAY DUNS we found company name "" Fennemore Craig, P.C."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Headquarters,Craig Fennemore,"2394 E Camelback Rd #600
Phoenix, AZ 85016-9077, 
United States",602-916-5000 ,29973267/074469552,
,962069365,50188187,MEDSYNERGIES INC,MEDSYNERGIES INC,,909 HIDDEN RDG,,IRVING,TX,D,After research on the web found possible DUNS,962069365/050188187,"On hoovers for JUNE DUNS we found company name ""Medsynergies, Inc.""and address matches completely and for MAY DUNS we found company name "" Med Synergies."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters/Single Location,"Medsynergies, Inc.","909 Hidden Rdg Ste 300
Irving, TX 75038-3801, 
United States",972-791-1224 ,962069365/050188187,
,832490770,791191091,GUIDESTONE FS OF SBC,GUIDESTONE FS OF SBC,,2401 CEDAR SPRINGS RD,,DALLAS,TX,D,After research on the web found possible DUNS,832490770/791191091,"On hoovers for JUNE DUNS we found company name ""Guidestone Funds.""and address matches completely and for MAY DUNS we found company name "" SOUTHERN BAPTIST CONVENTION MANAGING GENERAL AGENCY."" ,tradestyle name is "" GUIDE STONE FINANCIAL RESOURCES""and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Headquarters,Guidestone Funds,"2401 Cedar Springs Rd
Dallas, TX 75201-1407, 
United States",214-720-0511 ,832490770/791191091,
,131145153,20206460,NICHOLAS CONSOL. INC,NICHOLAS CONSOL INC,,10779 N SOLAR CANYON WAY,,SURPRISE,AZ,D,After research on the web found possible DUNS,131145153/020206460,"On hoovers for JUNE DUNS we found company name ""NICHOLAS CONSOLIDATED INC.""and address matches completely and for MAY DUNS we found company name "" Nicholas Consolidated"" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters/Single Location,NICHOLAS CONSOLIDATED INC,"10779 N Solar Canyon Way
Surprise, AZ 85379-2303, 
United States",602-353-4146 ,131145153/020206460,
,51053991,879084762,TIME OUT AMERICA LLC,TIME OUT AMERICA LLC,,475 10TH AVE,,NEW YORK,NY,B,After research on the web accept original DUNS,879084762,"We could find samecompany name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.",,May,Single Location,Time Out New York Partners LP,"475 10th Ave Fl 12
New York, NY 10018-1175, 
United States",646-432-3000,,
,171154156,175254283,TIDEWATER LANDSCAPE,TIDEWATER LANDSCAPE,,PO BOX 7571,,GARDEN CITY,GA,A,Accepted original DUNS based on input data given,171154156,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,"Clean Sweep Parking Lot Maintenance, Inc","1329 Heidt Ave
Garden City, GA 31408-2603, 
United States",912-966-7391 ,171154156,
,23697405,607488124,ANDROMEDA SYSTMS INC,ANDROMEDA SYSTMS INC,,330CROSSING BLVD 300,,ORANGE PARK,,A,Accepted original DUNS based on input data given,23697405,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Branch,ANDROMEDA SYSTEMS INCORPORATED,"330 Crofling Blvd Ste 300
Orange Park, FL 32073, 
United States",757-340-9070,,607488124
,78618856,153789862,CASKEY GROUP LLC,CASKEY GROUP LLC,,850 VOGELSONG RD,,YORK,PA,D,After research on the web found possible DUNS,78618856/153789862,"On hoovers for JUNE DUNS we found company name ""Caskey Group, LLC.""and address matches completely and for MAY DUNS we found company name "" Caskey Printing, Inc.."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location/Headquarters,"Caskey Group, LLC","850 Vogelsong Rd
York, PA 17404-1379, 
United States",717-764-4500 ,78618856/153789862,
,30822272,78395047,PUGET SOUND DRUG CRP,PUGET SOUND DRUG CRP,,530 S 336TH ST STE A,,FEDERAL WAY,WA,A,Accepted original DUNS based on input data given,30822272,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Puget Sound Drug Corporation,"530 S 336th St
Federal Way, WA 98003-6383, 
United States",206-878-3900,,
,19288350,956238930,AVIATION PORT SERVICES,AVIATION PORT SERVICE,,5814 GRAHAM AVE STE 205,,SUMNER,WA,A,Accepted original DUNS based on input data given,19288350,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Aviation Port Services LLC,"5814 Graham Ave Ste 205
Sumner, WA 98390-2728, 
United States",253-838-0478 ,,
,150760262,26505553,KBC ADVANCED TECH,KBC ADVANCED TECHNOLOGY,,15021 KATY FWY STE 600,,HOUSTON,TX,D,After research on the web found possible DUNS,150760262 / 26505553,"On hoovers for JUNE DUNS we found company name ""Kbc Advanced Technologies, Inc.""and address matches completely and for MAY DUNS we found company name "" Kbc Advanced Technologies Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters / Branch,"Kbc Advanced Technologies, Inc.","15021 Katy Fwy Ste 600
Houston, TX 77094-1900, 
United States",281-293-8200 ,150760262 / 26505553,
,808135151,95443060,AXA ROSENBERG,AXA ROSENBERG,,4 ORINDA WAY BLDG E,,ORINDA,CA,D,After research on the web found possible DUNS,808135151 / 095443060,"On hoovers for JUNE DUNS we found company name ""Axa Rosenberg Global Services LLC.""and address matches completely and for MAY DUNS we found company name "" Axa Rosenberg U.S. Equities Fund, LP"" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Single Location,Axa Rosenberg Global Services LLC,"4 Orinda Way Bldg E
Orinda, CA 94563-2523, 
United States",925-254-6464 ,808135151 / 095443060,
,182837039,780643446,BRANDYWINE GLOBAL,BRANDYWINE GLOBAL,,2929 ARCH ST FL 8,,PHILADELPHIA,PA,D,After research on the web found possible DUNS,182837039 / 780643446,"On hoovers for JUNE DUNS we found company name ""Brandywine Global Investment Management, LLC.""and address matches completely and for MAY DUNS we found company name "" Brandywine Corporation"" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Single Location,"Brandywine Global Investment Management, LLC","2929 Arch St Ste 700
Philadelphia, PA 19104-2861, 
United States",215-609-3500,182837039 / 780643446,
,38892795,830170283,REDSTONE AMERICAN,REDSTONE AMERICAN,,7636 EXECUTIVE DR,,EDEN PRAIRIE,MN,A,Accepted original DUNS based on input data given,38892795,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Headquarters,"Redstone American Grill, Inc.","7636 Executive Dr
Eden Prairie, MN 55344-3677, 
United States",952-404-3333 ,,
,71822350,77589356,SUTHERLIN NISSAN ORL,SUTHERLIN NISSAN ORL,,8125 E COLONIAL DR,,ORLANDO,FL,A,Accepted original DUNS based on input data given,71822350,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Orlando Nissan Aka Sutherlin Nissan of Orlando Inc,"8125 E Colonial Dr
Orlando, FL 32817-3902, 
United State",407-657-9500 ,,
,10475959,868320607,NW TERRITORIAL MINT,NW TERRITORIAL MINT,,80 AIRPARK VISTA BLVD,,DAYTON,NV,A,Accepted original DUNS based on input data given,10475959,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,NW Territorial Mint,"80 Airpark Vista Blvd
Dayton, NV 89403-8303, 
United States",775-461-7368 ,,
,840937999,49829620,DEMONTROND AUTO CTRY,DEMONTROND AUTO CTRY,,888 INTERSTATE 45 N,,CONROE,TX,D,After research on the web found possible DUNS,840937999 / 049829620,"On hoovers for JUNE DUNS we found company name ""Demontrond Automotive Group Inc""and address matches completely and for MAY DUNS we found company name ""DEMONTROND AUTOCOUNTY, INC.."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Single Location,Demontrond Automotive Group Inc,"888 Hwy 45 S
Conroe, TX 77304, 
United States",409-788-2600 ,840937999 / 049829620,
,79490206,118325955,CONTACT SOLUTIONS,CONTACT SOLUTIONS,,11950DEMOCRACY DR250,,RESTON,,D,After research on the web found possible DUNS,79490206 / 118325955,"On hoovers for JUNE DUNS we found company name ""Contact Solutions, LLC""and address matches completely and for MAY DUNS we found company name ""CONTACT SOLUTIONS, INC."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Headquarters,"Contact Solutions, LLC","11950 Democracy Dr #250
Reston, VA 20190-6284, 
United States",703-480-1620 ,79490206 / 118325955,118325955
,69446656,47454769,BEXAR COUNTY HOSPITL,BEXAR COUNTY HOSPITL,,4502 MEDICAL DR,,SAN ANTONIO,TX,A,Accepted original DUNS based on input data given,69446656,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Headquarters,Bexar County Hospital District,"4502 Medical Dr # Ms651
San Antonio, TX 78229-4402, 
United States",210-358-4000,,
,840612824,785474339,NAVELLIER,NAVELLIER,,1 E LIBERTY ST STE 504,,RENO,NV,D,After research on the web found possible DUNS,840612824 / 785474339,"On hoovers for JUNE DUNS we found company name ""Navellier Securities Corp""and address matches completely and for MAY DUNS we found company name ""Navellier & Associates Inc.."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Headquarters,Navellier Securities Corp,"1 E Liberty St Fl 3
Reno, NV 89501-2100, 
United States",775-785-2300 ,840612824 / 785474339,785474339
,830201153,18330874,SCVNGR INC,SCVNGRINC,,101 ARCH ST STE 400,,BOSTON,MA,A,Accepted original DUNS based on input data given,830201153,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Headquarters,"Scvngr, Inc.","101 Arch St Ste 400
Boston, MA 02110-1103, 
United States",617-279-2131,,
,103999991,14344559,AMER BRD MEDICAL SPEC,AMER BRD MEDICAL SPEC,,353 N CLARK ST STE 1400,,CHICAGO,IL,A,Accepted original DUNS based on input data given,103999991,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,AMERICAN BOARD OF MEDICAL SPECIALTIES,"353 N Clark St Ste 1400
Chicago, IL 60654-3454, 
United States",312-436-2600,,
,79674088,361411742,PRODAPT NORTH AMERIC,PRODAPT NORTH AMERIC,,8100 SW NYBERG ST,,TUALATIN,OR,B,After research on the web accept original DUNS,361411742,"We could find same company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.",,May,Single Location,Prodapt North America,"7565 Sw Mohawk St Bldg M
Tualatin, OR 97062-9189, 
United States",503-636-3737 ,,
,167189450,942992439,LIGHTHOUSE INSURANCE,LIGHTHOUSE INS,,4808 BROADMOOR AVE SE,,GRAND RAPIDS,MI,A,Accepted original DUNS based on input data given,167189450,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Branch,"Lighthouse Insurance Group, Inc.","4808 Broadmoor Ave Se
Grand Rapids, MI 49512-5306, 
United States",616-698-7373 ,,127532539
,78828698,602910197,MEAKEM VENTURES LLC,MEAKEM VENTURES LLC,,1 PPG PL STE 2050,,PITTSBURGH,PA,A,Accepted original DUNS based on input data given,78828698,"we could find JUNE DUNS on hoovers with input company name matches on tradestyle  and address. 
For MAY DUNS we could find partial company name where  partial address matches.

",,June,Headquarters ,"FOREVER, INC.","1 Ppg Pl Ste 2050
Pittsburgh, PA 15222-5417, 
United States",412-904-6330 ,,78828698
,79728164,197106466,GROEN INC.,GROEN INC,,1055 MENDELL DAVIS DR,,JACKSON,MS,B,After research on the web accept original DUNS,197106466,"We could find same company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name matches with tradestyle and address matches.",,May,Single Location,Difoodservice Company,"1055 Mendell Davis Dr
Jackson, MS 39272-9788, 
United States",601-371-6036 ,,
,72248995,147279462,CRANE LAKES SALES,CRANE LAKES SALES,,PO BOX 2140,,DAYTONA BEACH,FL,A,Accepted original DUNS based on input data given,72248995,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Headquarters ,Crane Lakes Golf Course Inc,"125 N Ridgewood Ave
Daytona Beach, FL 32114-3276, 
United States",386-304-0983,,72248995
,961653164,67316319,LUMENTUS LLC,LUMENTUS LLC,,99 MADISON AVE,,NEW YORK,NY,A,Accepted original DUNS based on input data given,961653164,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Lumentus LLC,"99 Madison Ave Fl 9
New York, NY 10016-7419, 
United States",212-235-0255,,
,54398686,617938928,STERLING PACIFIC,STERLING PACIFIC,,5665 N SCOTTSDALE RD,,SCOTTSDALE,AZ,A,Accepted original DUNS based on input data given,54398686,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Sterling Pacific Assets,"5665 N Scottsdale Rd #135
Scottsdale, AZ 85250-5959, 
United States",480-398-2626 ,,54398686
,835654542,797026379,WILLIAMS CAPITAL GROUP,WILLIAMS CAPITAL GROUP,,650 5TH AVE FL 11TH,,NEW YORK,NY,A,Accepted original DUNS based on input data given,835654542,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Headquarters,The Williams Capital Group L P,"650 5th Ave Fl 9
New York, NY 10019-6108, 
United States",212-830-4500 ,,
,183104181,175778646,BEVERLY HILLS HOTEL,BEVERLY HILLS HOTEL,,9641 SUNSET BLVD,,BEVERLY HILLS,CA,D,After research on the web found possible DUNS,183104181/175778646,"On hoovers for JUNE DUNS we found company name ""SAJAHTERA, INC. "" and address matches completely and for MAY DUNS we found company name "" Miller-Klutznick-Davis-gray Co"" and address matches completely. Trade name is ""BEVERLY HILLS HOTEL""  for both june and may duns. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"SAJAHTERA, INC.","9641 Sunset Blvd
Beverly Hills, CA 90210-2938, 
United States",310-276-2251,183104181 / 175778646,
,78503454,859052552,INTERFOOD INC,INTERFOOD INC,,777 BRICKELL AVE STE 702,,MIAMI,FL,A,Accepted original DUNS based on input data given,78503454,For MAY DUNS we could find different company name where partially/ccomplete address matches.,,June,Single Location,"Interfood, Inc.","777 Brickell Ave Ste 702
Miami, FL 33131-2866, 
United States",305-456-7824 ,,
,791602563,161430137,PRIME DIAGNOSTIC IMG,PRIME DIAGNOSTIC IMG,,12840 HILLCREST RD,,DALLAS,TX,A,Accepted original DUNS based on input data given,791602563,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Prime Dianostics Imaging,"12840 Hillcrest Plz Dr St Ste E 100
Dallas, TX 75230, 
United States",972-392-3987,,
,20314555,72659956,RIVERDALE BAPTST SCH,RIVERDALE BAPTST SCH,,1133 LARGO RD,,UPPER MARLBORO,MD,D,After research on the web found possible DUNS,020314555 / 072659956,"On hoovers for JUNE DUNS we found company name ""Riverdale Baptist School, Inc""and address matches completely and for MAY DUNS we found company name ""RIVERDALE BAPTIST CHURCH INC."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Single Location,"Riverdale Baptist School, Inc.","1133 Largo Rd
Upper Marlboro, MD 20774-8687, 
United States",301-249-7000 ,020314555 / 072659956,
,806138181,623688632,ACCESS AMERICA TRANS,ACCESS AMERICA TRANS,,800 MARKET ST STE 207,,CHATTANOOGA,TN,A,Accepted original DUNS based on input data given,806138181,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,"Aat Carriers, Inc.","800 Market St
Chattanooga, TN 37402-2683, 
United States",423-821-8044 ,,
,869449418,49412356,EXETER MOTORS INC,EXETER MOTORS INC,,132 N D ST,,EXETER,CA,A,Accepted original DUNS based on input data given,869449418,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find partial company name where  complete address matches.

",,June,Single Location,Exeter Motors Inc,"132 N D St
Exeter, CA 93221-1702, 
United States",559-592-3800 ,,
,76802766,968134650,AIR PARTNER INC,AIR PARTNER INC,,1100 LEE WAGENER BLVD,,FORT LAUDERDALE,FL,B,After research on the web accept original DUNS,968134650,"We could find paertial  company name with JUNE DUNS where address matches completely. 
For MAY DUNS we could find input company name matches with tradestyle and address matches.",,May,Headquarters,"Air Partner, Inc.","1100 Lee Wagene Ste 328
Fort Lauderdale, FL 33315, 
United States",954-359-4300 ,,968134650
,13276795,832897180,ERIC MOWER AND ASSOC,ERIC MOWER AND ASSOC,,211 W JEFFERSON ST,,SYRACUSE,NY,D,After research on the web found possible DUNS,013276795 / 832897180,"On hoovers for JUNE DUNS we found company name ""Eric Mower and Associates, Inc.""and address matches completely and for MAY DUNS we found company name ""Eric Mower and Associates, Inc.."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters / Branch,"Eric Mower and Associates, Inc.","211 W Jefferson St Ste 1
Syracuse, NY 13202-1292, 
United States",315-466-1000 ,013276795 / 832897180,13276795
,787637974,828120675,VMI INC,VMI INC,,211 E WEDDELL DR,,SUNNYVALE,CA,D,After research on the web found possible DUNS,787637974 / 828120675,"On hoovers for JUNE DUNS we found company name ""Vmi, Inc.""and address matches completely and for MAY DUNS we found company name ""Vmi, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters / Branch,"Vmi, Inc.","211 E Weddell Dr
Sunnyvale, CA 94089-1663, 
United States",408-745-1700 ,787637974 / 828120675,787637974
,62648226,124746665,SPECIALIZED PAINTING,SPECIALIZED PAINTING,,9605 E US HIGHWAY 92,,TAMPA,FL,D,After research on the web found possible DUNS,062648226 / 124746665,"On hoovers for JUNE DUNS we found company name ""Specialized Painting Inc""and address matches completely and for MAY DUNS we found company name ""Specialized Property Services, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Single Location / Single Location,Specialized Painting Inc,"9605 E Us Highway 92 Ste A
Tampa, FL 33610-5964, 
United States",813-985-4455,062648226 / 124746665,
,127865447,167027288,OPTECH LLC,OPTECH LLC,,3290 W BIG BEAVER RD,,TROY,MI,D,After research on the web found possible DUNS,127865447/167027288,"On hoovers for JUNE DUNS we found company name ""Optech, L.L.C."" and address matches completely and 
for MAY DUNS we found company name ""Optech, L.L.C."" and address matches completely. So both JUNE and MAY DUNS are considered.


",,June/May,Headquarters/Branch,"Optech, L.L.C.","3290 W Big Beaver Rd #220
Troy, MI 48084-2932, 
United States",313-962-9000 ,127865447/167027288,
,966667854,826447914,PRIME RETAIL L P,THE LIGHTSONE GROUP,,217 E REDWOOD ST FL 21,,BALTIMORE,MD,A,Accepted original DUNS based on input data given,966667854,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find same company name where  partial address matches.

",,June,Branch,The Lightstone Group LLC,"217 E Redwood St
Baltimore, MD 21202-3316, 
United States",908-670-2175 ,,149400819
,79141991,967987822,SOLIGENT HOLDINGS,SOLIGENT HOLDINGS IN,,1500 VALLEY HOUSE DR,,ROHNERT PARK,CA,A,Accepted original DUNS based on input data given,79141991,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different  company name where  addressis matches completely.

",,June,Headquarters,Soligent Holdings Inc,"1500 Valley House Dr
Rohnert Park, CA 94928-4924, 
United States",707-992-3100 ,,
